perceive,"v. 感知, 察觉, 将...视为",per+ceive(receive),1
peripheral,"adj. 外围的, 边缘的",,1
peck,v. 啄,,1
patchy,"adj. 零散的, 不均衡的, 不完整的",,1
patch,"n. 小块, 小片, 补丁",,1
paucity,n. 缺乏,pauc(poor 贫穷)+ity,1
parlor,"n. 客厅, 小卖部","(""怕热"")= 客厅,小卖部 可以躲避炎热",1
perch,"n. (鸟的)栖息处, 栖木 v. 栖息, 轻轻坐在",branch 树枝,1
peninsula,n. 半岛,,1
perceptive,adj. 有洞察力的,,1
pedestrian,"n. 行人,步行者 adj. 平庸的",,1
plateau,n. 高原,plate(平面)+au(高),1
permeable,adj. 可渗透的,,1
plentiful,adj. 丰富的,,1
piercing,"adj. 尖利的, 刺耳的",,1
photosynthesis,n. 光合作用,,1
pinpoint,v. 精准定位,,1
perplex,v. 使困惑,per+plex(complex),1
pertroleum,n. 石油,,1
phenomenal,adj. 非凡的 杰出的,,1
plague,"v. 困扰, 折磨 n. 瘟疫",a breakout of plague,1
snowdrift,n. 雪堆,,1
low-lying,adj. 低洼的,,1
lichen,n. 地衣,,1
cushion,"n. 坐垫, 缓冲",,1
prostrate,adj. 匍匐的,,1
enclose,"adj. 包围, 围住",,1
plumbing,n. 管道系统,,1
deity,n. 神,,1
depict,"v. 描绘, 描述",,1
grind,v. 磨碎,,1
pot,"n. 锅, 容器",,1
potter,n. 陶瓷工,,1
squat,v. 蹲,,1
pliable,adj. 柔韧的,,1
plumage,n. (鸟的) 全身羽毛,,1
portray,v. 描绘,,1
pollinate,v. 授粉,"pollin(pollen, 花粉)+ate",1
porcelain,n. 瓷器,"(""宝瓷林"")",1
plunge,"v. 暴跌, 急剧下降","plunge(""扑浪者"")=投入, 跳入👉暴跌",1
plumb,"v. 探究, 铺设管道",,1
poke,"v. 戳, 刺",to poke with a point(尖端),1
plight,n. 困境,"p(不,没有)+light",1
primordial,adj. 原始的,"pre(before)+mord(morden, 现代的)+ial",1
potent,adj. 强有力的,pot(put)+ent=能够放下的👉强有力的,1
puctuate,v. 不时打断,"punctuate(point, 点)+uate 加标点",1
rapport,"n. 融洽, 和谐","(""软泡的"")",1
recipient,n. 接受者,,1
ration,v. 配给,"radio(比率,比例)+n=定量配给",1
reckon,"v. 计算, 估计","reason v. 思考, 推断",1
ragged,adj. 衣衫褴褛的,rag 破布,1
radiator,"n. 暖气片, 散热器",,1
receipt,"n. 收据, 发票",,1
rape,n. 油菜,,1
ravage,v. 严重破坏,savage 野蛮,1
savage,"adj. 凶残的, 野蛮的 n. 野蛮",,1
rational,"adj. 合理的, 理性的, 明智的",,1
rally,v. 聚集 n. 集会,"ra(re, 再次)+lly(ally, 联盟)",1
rebel,"v. 造反, 反抗",,1
recipe,n. 食谱; 秘诀,Her recipe for success is hard working,1
reef,n. 礁,,1
reclaim,v. 开垦; 取回,,1
recur,"v. 复发, 重现",,1
regurgitate,v. 反刍,"re+gurgi(""咯吱"", 咀嚼)+tate",1
remnant,n. 剩余,,1
reinforce,v. 巩固,,1
refreshing,adj. 使人耳目一新的,,1
relay,"v. 传达, 转发",,1
remunerate,v. 酬劳,"re(加强)+muner(money, 钱)+ate",1
refund,n. 退款,,1
refractory,"adj. 耐高温的, 难熔化的","re+fract(break, 破坏)+ory",1
reflex,"n. 反射动作, 本能反应","re(bakc, 回来)+flex(flect, bend, 弯曲, 折叠)",1
regime,n. 政权,,1
regiment,n. 军团,,1
redundant,adj. 冗余的,,1
recount,"v. 讲述, 叙述",,1
reluctant,adj. 勉强的,"re(加强)+luct(locked, 锁住的)+ant=勉强的",1
reed,n. 芦苇,,1
depletion,n. 耗尽,"de(off)+plet(plate, 盘子)+ion",1
cruise,"v. 巡航, 巡游",,1
craze,n. 狂热,,1
pertain,"v. 关于, 适合于",,1
lethal,adj. 致命的,,1
detriment,n. 伤害,,1
revive,"v. 苏醒, 复活","re+vive(live, 活)",1
responsive,adj. 反应敏捷的,,1
restrain,"v. 约束, 控制",,1
residual,adj.  剩余的. 残留的,,1
rib,n. 肋骨; 排骨,,1
resonate,v. 发出共鸣,,1
repercussion,n. 影响,,1
percussion,n. 击打乐器,,1
rhinoceros,n. 犀牛,,1
resonate,"v. 发出共鸣, 共振",,1
reside,"v. 居住, 定居",,1
residual,"adj. 剩余的, 残留的","=还在居住的👉剩余的, 残留的",1
carnivore,n. 食肉动物,"carni(flesh)+vore(devour, 吞食)",1
impediment,"n. 妨碍, 阻碍","impedi(impede, 妨碍)+ment",1
dorment,adj. 休眠的,,1
immigrant,n. 迁入移民,,1
emigrant,n. 外迁移民,,1
migrant,n. 移民,,1
revenue,"n. 收益, 税收",,1
ruffle,"v. 激怒, 烦扰",,1
ruminate,"v. 反刍, 沉思",rumin(又磨)+ate,1
riot,n. 暴动,,1
runoff,"n. 径流, 溢出",,1
scour,v. 冲刷,"(""死刮"") = 冲刷",1
scorch,"v. 烤焦, 烧焦","(""死烤之"")",1
sedentary,"adj. 久坐的, 定居的",seden(settle 定居)+tary,1
satire,n. 讽刺文学,,1
saturation,n. 饱和,,1
savvy,adj. 精明的 n. 见识,,1
hygienic,adj. 卫生的,"hygien(health, 健康)+ic",1
humiliate,v. 羞辱,hun(ground)+iliate = 使匍匐在地上,1
fare,n. 车费 v. 进展,,1
seafaring,"adj. 海上劳作的, 海上航行的",a seafaring nation 航海民族,1
sanctuary,"n. 圣殿, 避难所, 庇护","sanct(saint, 圣人)+uary",1
scavenge,v. 食府,"sca(scan 扫描, 寻觅)+venge(savage, 野蛮的)",1
seam,n. 矿层,sew 缝合 = 接缝 = 地层接缝👉矿层,1
secular,adj. 世俗的,"(""塞口"")=吃饭要塞口=民以食为天👉世俗的",1
sarcastic,adj. 讽刺的,,1
shun,"v. 避开, 避免",shy 害羞 = 因为害羞而避开,1
singular,adj. 单数的,,1
shipyard,"n. 船坞, 造船厂",,1
sihouette,n. 轮廓,"(""see 了 what"") = 只看见个轮廓所以来问问",1
sensation,"n. 感觉, 知觉",,1
serpentine,"adj. 蜿蜒的, 弯曲的","(""蛇盘"")+tine",1
sinuous,"adj. 蜿蜒的, 弯曲的",sin(罪恶)+uous = 罪恶的人心理都是扭曲的,1
sewage,"n. 污水, 污物",,1
shear,v. 修剪,,1
shame,"n. 可惜, 遗憾",sham(假的东西)+e,1
simultaneous,adj. 同时发生的,,1
setup,"n. 装置, 装备",,1
melt,v. 熔炼,s+melt(熔化),1
slab,n. （石、木等坚硬物质的）厚板,a slab of chocolate 一大块巧克力,1
slot,"n. 时段; 狭缝, 狭孔",,1
slender,"adj. 细长的, 苗条的",,1
skyscraper,n. 摩天大楼,sky+scrape(刮擦)+r = 可以刮擦到天空的,1
sludge,n. 烂泥,,1
slit,n. 裂缝,"(""撕裂"")",1
sleek,adj. 光滑的,snake的皮肤是光滑的,1
sizable,adj. 相当大的,,1
smother,"v. 闷死, 使窒息",smoke太大让人窒息,1
snatch,"v. 抓, 夺","catch 抓   (""死拿起"")=比较猛的拿👉抓, 夺",1
speghetti,n. 意大利面条,,1
spectacle,n. 壮观景象,,1
spawm,"v. 产卵; 引发, 导致",,1
specimen,"n. 标本, 样品",,1
spectator,n. 观众,,1
spacious,adj. 宽敞的,,1
sparrow,n. 麻雀,sp+arrow = 古人用弓箭来射麻雀,1
specify,v. 详细说明,"speci(special, 特定的)+fy",1
soot,n. 烟灰,(shoot 射击) = 开枪射击会产生烟灰,1
sodium,n. 钠,苏打 Na2CO3,1
spledndid,adj. 壮丽的,,1
speculate,v. 推测,,1
staple,adj. 主要的,,1
squat,v. 蹲下,(square 正方形) = 人蹲下身体变成正方形,1
spiral,adj. 螺旋的,"spi(spin, 旋转)+ral",1
stark,adj. 明显的; 荒凉的,荒凉的地方什么都很明显,1
squirt,v. 喷射,,1
spew,v. 喷出,,1
spontaneous,adj. 自发的,spont(sponsor 赞助人)+aneous = 赞助都是自发的,1
spoil,"v. 变质; 毁坏, 破坏; 溺爱",,1
startle,v. 使震惊,"start(出发)+le = 突然启动, 震惊",1
stationary,adj. 静止的,,1
steep,"adj. 陡峭的 v. 浸泡, 沉浸",,1
statesmen,n. 政治家,,1
stature,n. 身高; 声望,He is small in stature,1
stellar,adj. 恒星的,,1
stitch,v. 缝合,,1
statue,"n. 塑像, 雕像",,1
steer,"v. 引导; 控制方向, 驾驶",,1
stony,"adj. 石头多的, 冷漠的",,1
stir,"v. 搅动, 刺激",,1
stint,"v. 节约, 吝啬 n. 少量活动, 少量时间",,1
steppe,n. 大草原,"a steppe is not steep, but flat",1
sterile,adj. 贫瘠的; 无菌的,,1
stereotype,n. 思维定势,,1
stitch,v. 缝合,,1
strenuous,"adj. 需要很多力气的, 奋力的",strenuously exercise,1
